,Input,Output,Response
226,"Dieser demokratisch gewählte Teil der Institutionen dieser Union stellt mit zäher Beharrlichkeit unter Beweis, dass wir als Europäer es nicht dulden werden, dass die Uhren zurückgedreht werden.","Dieser demokratisch gewählte Teil der Institutionen dieser Union stellt mit C Beharrlichkeit unter Beweis, dass wir als Europäer es nicht dulden werden, dass die Uhren zurückgedreht werden.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europäer<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Dieser demokratisch gewählte Teil der Institutionen dieser Union stellt mit <b title='zäher'>C<\/b> Beharrlichkeit unter Beweis, dass wir als Europäer es nicht dulden werden, dass die Uhren zurückgedreht werden."",""model"":""UNK"",""editXml"":""Dieser demokratisch gewählte Teil der Institutionen dieser Union stellt mit <REP TOK='C'>zäher<\/REP> Beharrlichkeit unter Beweis, dass wir als Europäer es nicht dulden werden, dass die Uhren zurückgedreht werden."",""corrected"":""Dieser demokratisch gewählte Teil der Institutionen dieser Union stellt mit C Beharrlichkeit unter Beweis, dass wir als Europäer es nicht dulden werden, dass die Uhren zurückgedreht werden."",""editOps"":[{""LTID"":"""",""beg"":76,""kind"":""REP"",""alt"":""C"",""text"":""zäher""}]}"
227,"Jede Maßnahme, die wir treffen, muss unserer Auffassung nach das zweifache Ziel haben, Haider zu ächten, ohne die österreichische Gesellschaft zu isolieren.","Jede Maßnahme, die wir treffen, muss unserer Auffassung nach das zweifache Ziel haben, Haider zu echten, ohne die österreichische Gesellschaft zu isolieren.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>österreichische, Gesellschaft<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Jede Maßnahme, die wir treffen, muss unserer Auffassung nach das zweifache Ziel haben, <u title='Haider'>Haider<\/u> zu <b title='ächten'>echten<\/b>, ohne die österreichische Gesellschaft zu isolieren."",""model"":""UNK"",""editXml"":""Jede Maßnahme, die wir treffen, muss unserer Auffassung nach das zweifache Ziel haben, <DBT TOK='Haider'>Haider<\/DBT> zu <REP TOK='echten'>ächten<\/REP>, ohne die österreichische Gesellschaft zu isolieren."",""corrected"":""Jede Maßnahme, die wir treffen, muss unserer Auffassung nach das zweifache Ziel haben, Haider zu echten, ohne die österreichische Gesellschaft zu isolieren."",""editOps"":[{""LTID"":"""",""beg"":87,""kind"":""DBT"",""alt"":""Haider"",""text"":""Haider""},{""LTID"":"""",""beg"":97,""kind"":""REP"",""alt"":""echten"",""text"":""ächten""}]}"
228,"(Beifall von rechts) Mit Diplomatie, Überzeugungsarbeit, Kultur und Solidarität können sich die Institutionen Respekt verschaffen und die Einhaltung der Grundsätze durchsetzen, und nicht mit Drohungen oder verfassungswidrigen Maßnahmen.","(Beifall von rechts) mit Diplomatie, Überzeugungsarbeit, Kultur und Solidarität können sich die Institutionen Respekt verschaffen und die Einhaltung der Grundsätze durchsetzen, und nicht mit Drohungen oder verfassungswidrigen Maßnahmen.","{""explainHtml"":""<p  class='LT2'><b>Mit<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>mit<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Mit<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>mit<\/span><\/p>\n"",""correctedHtml"":""(Beifall von rechts) <b title='Mit'><u class='LT2'>mit<\/u><\/b> Diplomatie, Überzeugungsarbeit, Kultur und Solidarität können sich die Institutionen Respekt verschaffen und die Einhaltung der Grundsätze durchsetzen, und nicht mit Drohungen oder verfassungswidrigen Maßnahmen."",""model"":""UNK"",""editXml"":""(Beifall von rechts) <REP TOK='mit'><DBT RID='LT2'>Mit<\/DBT><\/REP> Diplomatie, Überzeugungsarbeit, Kultur und Solidarität können sich die Institutionen Respekt verschaffen und die Einhaltung der Grundsätze durchsetzen, und nicht mit Drohungen oder verfassungswidrigen Maßnahmen."",""corrected"":""(Beifall von rechts) mit Diplomatie, Überzeugungsarbeit, Kultur und Solidarität können sich die Institutionen Respekt verschaffen und die Einhaltung der Grundsätze durchsetzen, und nicht mit Drohungen oder verfassungswidrigen Maßnahmen."",""editOps"":[{""LTID"":""LT2"",""beg"":21,""kind"":""DBT"",""alt"":"""",""text"":""Mit""},{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""mit"",""text"":""Mit""}]}"
229,"Dann und erst dann könnten Sie beurteilen, ob die Menschenrechte beeinträchtigt werden.","Dann und erst dann könnten sie beurteilen, ob die Menschenrechte beeinträchtigt werden.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Dann und erst dann könnten <b title='Sie'>sie<\/b> beurteilen, ob die Menschenrechte beeinträchtigt werden."",""model"":""UNK"",""editXml"":""Dann und erst dann könnten <REP TOK='sie'>Sie<\/REP> beurteilen, ob die Menschenrechte beeinträchtigt werden."",""corrected"":""Dann und erst dann könnten sie beurteilen, ob die Menschenrechte beeinträchtigt werden."",""editOps"":[{""LTID"":"""",""beg"":27,""kind"":""REP"",""alt"":""sie"",""text"":""Sie""}]}"
230,Nach dem Scheitern der Gespräche zwischen SPÖ und ÖVP versuchten die Sozialisten eine Minderheitsregierung zu bilden und baten die FPÖ um Unterstützung.,"Nach dem Scheitern der Gespräche zwischen SPÖ und ÖVP versuchten die Sozialisten, eine Minderheitsregierung zu bilden, und baten die FPÖ um Unterstützung.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>SPÖ, ÖVP, FPÖ<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Nach dem Scheitern der Gespräche zwischen SPÖ und ÖVP versuchten die Sozialisten<b>,<\/b> eine Minderheitsregierung zu bilden<b>,<\/b> und baten die FPÖ um Unterstützung."",""model"":""UNK"",""editXml"":""Nach dem Scheitern der Gespräche zwischen SPÖ und ÖVP versuchten die Sozialisten<INS TOK=''\/> eine Minderheitsregierung zu bilden<INS TOK=''\/> und baten die FPÖ um Unterstützung."",""corrected"":""Nach dem Scheitern der Gespräche zwischen SPÖ und ÖVP versuchten die Sozialisten, eine Minderheitsregierung zu bilden, und baten die FPÖ um Unterstützung."",""editOps"":[]}"
231,"Drei Ministerposten wurden uns angeboten - Sie brauchen das nur in den Zeitungen nachzulesen -, ausgerechnet jener Partei, die hier als faschistoid denunziert wird!","Drei Ministerposten wurden uns angeboten - Sie brauchen das nur in den Zeitungen nachzulesen -, ausgerechnet jener Partei, die hier als Faschistoid denunziert wird!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Drei Ministerposten wurden uns angeboten - Sie brauchen das nur in den Zeitungen nachzulesen -, ausgerechnet jener Partei, die hier als <b title='faschistoid'>Faschistoid<\/b> denunziert wird!"",""model"":""UNK"",""editXml"":""Drei Ministerposten wurden uns angeboten - Sie brauchen das nur in den Zeitungen nachzulesen -, ausgerechnet jener Partei, die hier als <REP TOK='Faschistoid'>faschistoid<\/REP> denunziert wird!"",""corrected"":""Drei Ministerposten wurden uns angeboten - Sie brauchen das nur in den Zeitungen nachzulesen -, ausgerechnet jener Partei, die hier als Faschistoid denunziert wird!"",""editOps"":[{""LTID"":"""",""beg"":136,""kind"":""REP"",""alt"":""Faschistoid"",""text"":""faschistoid""}]}"
232,"Schämen sie sich, Herr Kollege!","Schämen Sie sich, Herr Kollege!","{""explainHtml"":""<p  class='LT2'><b>sie<\/b> : Meinten Sie die großgeschriebene Höflichkeitsform <b>Sie<\/b>? Sollte es sich bei diesem Satz um eine Frage handeln, verwenden Sie bitte ein Fragezeichen am Satzende.<br\/>→ <span class='LTsuggest'>Sie<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>sie<\/b> : Meinten Sie die großgeschriebene Höflichkeitsform <b>Sie<\/b>? Sollte es sich bei diesem Satz um eine Frage handeln, verwenden Sie bitte ein Fragezeichen am Satzende.<br\/>→ <span class='LTsuggest'>Sie<\/span><\/p>\n"",""correctedHtml"":""Schämen <b title='sie'><u class='LT2'>Sie<\/u><\/b> sich, Herr Kollege!"",""model"":""UNK"",""editXml"":""Schämen <REP TOK='Sie'><DBT RID='LT2'>sie<\/DBT><\/REP> sich, Herr Kollege!"",""corrected"":""Schämen Sie sich, Herr Kollege!"",""editOps"":[{""LTID"":""LT2"",""beg"":8,""kind"":""DBT"",""alt"":"""",""text"":""sie""},{""LTID"":"""",""beg"":8,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
233,"Selbst wenn Ihnen alle politische Argumente ausgehen, haben sie nicht das Recht, die Ermordeten für ihre billige Propaganda zu benutzen.","Selbst wenn Ihnen alle politische Argumente ausgehen, haben Sie nicht das Recht, die Ermordeten für Ihre billige Propaganda zu benutzen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Selbst wenn Ihnen alle politische Argumente ausgehen, haben <b title='sie'>Sie<\/b> nicht das Recht, die Ermordeten für <b title='ihre'>Ihre<\/b> billige Propaganda zu benutzen."",""model"":""UNK"",""editXml"":""Selbst wenn Ihnen alle politische Argumente ausgehen, haben <REP TOK='Sie'>sie<\/REP> nicht das Recht, die Ermordeten für <REP TOK='Ihre'>ihre<\/REP> billige Propaganda zu benutzen."",""corrected"":""Selbst wenn Ihnen alle politische Argumente ausgehen, haben Sie nicht das Recht, die Ermordeten für Ihre billige Propaganda zu benutzen."",""editOps"":[{""LTID"":"""",""beg"":60,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""},{""LTID"":"""",""beg"":100,""kind"":""REP"",""alt"":""Ihre"",""text"":""ihre""}]}"
234,"Sie agieren aufgrund Ihrer eigenen Vorurteile, verzichten auf jede politische Auseinandersetzung und agieren genau in dem Stil, den Sie vorgeben zu bekämpfen.","Sie agieren aufgrund ihrer eigenen Vorurteile, verzichten auf jede politische Auseinandersetzung und agieren genau in dem Stil, den sie vorgeben zu bekämpfen.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Sie agieren aufgrund <b title='Ihrer'>ihrer<\/b> eigenen Vorurteile, verzichten auf jede politische Auseinandersetzung und agieren genau in dem Stil, den <b title='Sie'>sie<\/b> vorgeben zu bekämpfen."",""model"":""UNK"",""editXml"":""Sie agieren aufgrund <REP TOK='ihrer'>Ihrer<\/REP> eigenen Vorurteile, verzichten auf jede politische Auseinandersetzung und agieren genau in dem Stil, den <REP TOK='sie'>Sie<\/REP> vorgeben zu bekämpfen."",""corrected"":""Sie agieren aufgrund ihrer eigenen Vorurteile, verzichten auf jede politische Auseinandersetzung und agieren genau in dem Stil, den sie vorgeben zu bekämpfen."",""editOps"":[{""LTID"":"""",""beg"":21,""kind"":""REP"",""alt"":""ihrer"",""text"":""Ihrer""},{""LTID"":"""",""beg"":132,""kind"":""REP"",""alt"":""sie"",""text"":""Sie""}]}"
235,"..., und zwar mit allen Rechten und Pflichten!","..., Und zwar mit allen Rechten und Pflichten!","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""..., <b title='und'>Und<\/b> zwar mit allen Rechten und Pflichten!"",""model"":""UNK"",""editXml"":""..., <REP TOK='Und'>und<\/REP> zwar mit allen Rechten und Pflichten!"",""corrected"":""..., Und zwar mit allen Rechten und Pflichten!"",""editOps"":[{""LTID"":"""",""beg"":5,""kind"":""REP"",""alt"":""Und"",""text"":""und""}]}"
236,"Denn es ist soweit: Zwei unverantwortliche Politiker, zerfressen vom Machtstreben, verkaufen das Image, die politische Rolle und zum Teil auch wirtschaftliche Interessen Österreichs!","Denn es ist soweit: Zwei unverantwortliche Politiker, Zerfressen von Machtstreben, verkaufen das Image, die politische Rolle und zum Teil auch wirtschaftliche Interessen Österreichs!","{""explainHtml"":""<p  class='LT2'><b>soweit<\/b> : Meinten Sie <b>so weit<\/b>?<br\/>→ <span class='LTsuggest'>so weit<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>soweit<\/b> : Meinten Sie <b>so weit<\/b>?<br\/>→ <span class='LTsuggest'>so weit<\/span><\/p>\n"",""correctedHtml"":""Denn es ist <u class='LT2'>soweit<\/u>: Zwei unverantwortliche Politiker, <b title='zerfressen vom'>Zerfressen von<\/b> Machtstreben, verkaufen das Image, die politische Rolle und zum Teil auch wirtschaftliche Interessen Österreichs!"",""model"":""UNK"",""editXml"":""Denn es ist <DBT RID='LT2'>soweit<\/DBT>: Zwei unverantwortliche Politiker, <REP TOK='Zerfressen von'>zerfressen vom<\/REP> Machtstreben, verkaufen das Image, die politische Rolle und zum Teil auch wirtschaftliche Interessen Österreichs!"",""corrected"":""Denn es ist soweit: Zwei unverantwortliche Politiker, Zerfressen von Machtstreben, verkaufen das Image, die politische Rolle und zum Teil auch wirtschaftliche Interessen Österreichs!"",""editOps"":[{""LTID"":""LT2"",""beg"":12,""kind"":""DBT"",""alt"":"""",""text"":""soweit""},{""LTID"":"""",""beg"":54,""kind"":""REP"",""alt"":""Zerfressen von"",""text"":""zerfressen vom""}]}"
237,"Dass Österreich von einem geachteten Land zu einem geächteten wird, nehmen sie genauso in Kauf wie die angedrohte Isolation des Landes und damit zum Teil auch seiner Bürgerinnen.","Das Österreich von einem geachteten Land zu einem geächteten wird, nehmen sie genauso in Kauf wie die angedrohte Isolation des Landes und damit zum Teil auch seiner Bürgerinnen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Österreich<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""<b title='Dass'>Das<\/b> Österreich von einem <u title='gearteten || geachteten'>geachteten<\/u> Land zu einem geächteten <u title='Wirt || wird'>wird<\/u>, nehmen sie genauso in Kauf wie die angedrohte Isolation des Landes und damit zum Teil auch seiner Bürgerinnen."",""model"":""UNK"",""editXml"":""<REP TOK='Das'>Dass<\/REP> Österreich von einem <DBT TOK='gearteten || geachteten'>geachteten<\/DBT> Land zu einem geächteten <DBT TOK='Wirt || wird'>wird<\/DBT>, nehmen sie genauso in Kauf wie die angedrohte Isolation des Landes und damit zum Teil auch seiner Bürgerinnen."",""corrected"":""Das Österreich von einem geachteten Land zu einem geächteten wird, nehmen sie genauso in Kauf wie die angedrohte Isolation des Landes und damit zum Teil auch seiner Bürgerinnen."",""editOps"":[{""LTID"":"""",""beg"":0,""kind"":""REP"",""alt"":""Das"",""text"":""Dass""},{""LTID"":"""",""beg"":26,""kind"":""DBT"",""alt"":""gearteten || geachteten"",""text"":""geachteten""},{""LTID"":"""",""beg"":62,""kind"":""DBT"",""alt"":""Wirt || wird"",""text"":""wird""}]}"
238,"Aber meine Kritik - und ich sage es offen - meine Wut, richtet sich ausschließlich gegen jene, die diese Reaktionen verursacht haben und verursachen, die Herren Schüssel und Haider und deren Parteien, ...","Aber meine Kritik - und ich sage es offen - meine Wut, richtet sich ausschließlich gegen jene, die diese Reaktionen verursacht haben und verursachen, die Herren Schüssel und Haider und deren Parteien,...","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Aber meine Kritik - und ich sage es offen - meine Wut, richtet sich ausschließlich gegen jene, die diese Reaktionen verursacht haben und verursachen, die Herren Schüssel und Haider und deren Parteien,<img src='BugSmall.png' class='smallbug'  title=' '\/>..."",""model"":""UNK"",""editXml"":""Aber meine Kritik - und ich sage es offen - meine Wut, richtet sich ausschließlich gegen jene, die diese Reaktionen verursacht haben und verursachen, die Herren Schüssel und Haider und deren Parteien,<DEL TOK=''> <\/DEL>..."",""corrected"":""Aber meine Kritik - und ich sage es offen - meine Wut, richtet sich ausschließlich gegen jene, die diese Reaktionen verursacht haben und verursachen, die Herren Schüssel und Haider und deren Parteien,..."",""editOps"":[{""LTID"":"""",""beg"":200,""kind"":""DEL"",""alt"":"""",""text"":"" ""}]}"
239,...inklusive auch ihrer Vertreter in diesem Parlament.,... Inklusive auch ihrer Vertreter in diesem Parlament.,"{""explainHtml"":""<p  class='LT2'><b>...inklusive<\/b> : Möglicher Tippfehler gefunden.<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>...inklusive<\/b> : Möglicher Tippfehler gefunden.<\/p>\n"",""correctedHtml"":""<i class='LT2'>.<\/i><i class='LT2'>.<\/i><i class='LT2'>.<\/i><b title='inklusive'> <i class='LT2'>Inklusive<\/i><\/b> auch <u title='Ihrer || ihrer'>ihrer<\/u> Vertreter in diesem Parlament."",""model"":""UNK"",""editXml"":""<UNK RID='LT2'>.<\/UNK><UNK RID='LT2'>.<\/UNK><UNK RID='LT2'>.<\/UNK><REP TOK=' Inklusive'><UNK RID='LT2'>inklusive<\/UNK><\/REP> auch <DBT TOK='Ihrer || ihrer'>ihrer<\/DBT> Vertreter in diesem Parlament."",""corrected"":""... Inklusive auch ihrer Vertreter in diesem Parlament."",""editOps"":[{""LTID"":""LT2"",""beg"":0,""kind"":""UNK"",""alt"":"""",""text"":"".""},{""LTID"":""LT2"",""beg"":1,""kind"":""UNK"",""alt"":"""",""text"":"".""},{""LTID"":""LT2"",""beg"":2,""kind"":""UNK"",""alt"":"""",""text"":"".""},{""LTID"":""LT2"",""beg"":3,""kind"":""UNK"",""alt"":"""",""text"":""inklusive""},{""LTID"":"""",""beg"":3,""kind"":""REP"",""alt"":"" Inklusive"",""text"":""inklusive""},{""LTID"":"""",""beg"":18,""kind"":""DBT"",""alt"":""Ihrer || ihrer"",""text"":""ihrer""}]}"
240,"Diese Meinungsverschiedenheit verleiht unserer heutigen Anerkennung noch mehr Gewicht: sie ist insofern außergewöhnlich, als die Gefahr der Wiedergeburt einer widersinnigen neofaschistischen Komponente in Europa außergewöhnlich ist.","Diese Meinungsverschiedenheit verleiht unserer heutigen Anerkennung noch mehr Gewicht: Sie ist insofern außergewöhnlich, als die Gefahr der Wiedergeburt einer widersinnigen neofaschistischen Komponente in Europa außergewöhnlich ist.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europa<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Diese Meinungsverschiedenheit verleiht unserer heutigen Anerkennung noch mehr Gewicht: <b title='sie'>Sie<\/b> ist insofern außergewöhnlich, als die Gefahr der Wiedergeburt einer widersinnigen neofaschistischen Komponente in Europa außergewöhnlich ist."",""model"":""UNK"",""editXml"":""Diese Meinungsverschiedenheit verleiht unserer heutigen Anerkennung noch mehr Gewicht: <REP TOK='Sie'>sie<\/REP> ist insofern außergewöhnlich, als die Gefahr der Wiedergeburt einer widersinnigen neofaschistischen Komponente in Europa außergewöhnlich ist."",""corrected"":""Diese Meinungsverschiedenheit verleiht unserer heutigen Anerkennung noch mehr Gewicht: Sie ist insofern außergewöhnlich, als die Gefahr der Wiedergeburt einer widersinnigen neofaschistischen Komponente in Europa außergewöhnlich ist."",""editOps"":[{""LTID"":"""",""beg"":87,""kind"":""REP"",""alt"":""Sie"",""text"":""sie""}]}"
241,"Ich möchte die Kolleginnen und Kollegen darauf hinweisen, dass hingegen der gegenüber Österreich so kritische amtierende Ratspräsident vor kurzem die Einwohner Macaus in die Souveränität der demokratischen Volksrepublik China entlassen hat.","Ich möchte die Kolleginnen und Kollegen darauf hinweisen, dass hingegen der gegenüber Österreich so kritische amtierende Ratspräsident vor kurzem die Einwohner Macaus in die Souveränität der Demokratischen Volksrepublik China entlassen hat.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Österreich, Macaus, Volksrepublik, China<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Ich möchte die Kolleginnen und Kollegen darauf hinweisen, dass hingegen der gegenüber Österreich so kritische amtierende Ratspräsident vor kurzem die Einwohner Macaus in die Souveränität der <b title='demokratischen'>Demokratischen<\/b> Volksrepublik China entlassen hat."",""model"":""UNK"",""editXml"":""Ich möchte die Kolleginnen und Kollegen darauf hinweisen, dass hingegen der gegenüber Österreich so kritische amtierende Ratspräsident vor kurzem die Einwohner Macaus in die Souveränität der <REP TOK='Demokratischen'>demokratischen<\/REP> Volksrepublik China entlassen hat."",""corrected"":""Ich möchte die Kolleginnen und Kollegen darauf hinweisen, dass hingegen der gegenüber Österreich so kritische amtierende Ratspräsident vor kurzem die Einwohner Macaus in die Souveränität der Demokratischen Volksrepublik China entlassen hat."",""editOps"":[{""LTID"":"""",""beg"":191,""kind"":""REP"",""alt"":""Demokratischen"",""text"":""demokratischen""}]}"
242,Die bloße Lektüre des Artikels 1 im Kapitel 4 des politischen Programms der österreichischen Liberalen Partei erschüttert jedes demokratische Bewusstsein.,Die bloße Lektüre des Artikels 1 in Kapitel 4 des politischen Programms der österreichischen Liberalen Partei erschüttert jedes demokratische Bewusstsein.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>österreichischen, Liberalen, Partei<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Liberalen<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>liberalen<\/span><\/p>\n"",""correctedHtml"":""Die bloße Lektüre des Artikels 1 <b title='im'>in<\/b> Kapitel 4 des <u title='Politischen || politischen'>politischen<\/u> Programms der <u title='Österreichischen || österreichischen'>österreichischen<\/u> Liberalen Partei erschüttert jedes demokratische Bewusstsein."",""model"":""UNK"",""editXml"":""Die bloße Lektüre des Artikels 1 <REP TOK='in'>im<\/REP> Kapitel 4 des <DBT TOK='Politischen || politischen'>politischen<\/DBT> Programms der <DBT TOK='Österreichischen || österreichischen'>österreichischen<\/DBT> Liberalen Partei erschüttert jedes demokratische Bewusstsein."",""corrected"":""Die bloße Lektüre des Artikels 1 in Kapitel 4 des politischen Programms der österreichischen Liberalen Partei erschüttert jedes demokratische Bewusstsein."",""editOps"":[{""LTID"":"""",""beg"":33,""kind"":""REP"",""alt"":""in"",""text"":""im""},{""LTID"":"""",""beg"":50,""kind"":""DBT"",""alt"":""Politischen || politischen"",""text"":""politischen""},{""LTID"":"""",""beg"":76,""kind"":""DBT"",""alt"":""Österreichischen || österreichischen"",""text"":""österreichischen""}]}"
243,"Eines muss ganz klar gesagt werden: Zu einem Europa, das sich zu einer Art big brother entwickelt, der in stalinistischer Weise und mit stalinistischen Methoden über die linke political correctness der Mitgliedstaaten wacht, zu einem solchen Europa sagen wir: nein danke.","Eines muss ganz klar gesagt werden: Zu einem Europa, das sich zu einer Art Bier Brother entwickelt, der in stalinistischer Weise und mit stalinistischen Methoden über die linke political correctness der Mitgliedstaaten wacht, zu einem solchen Europa sagen wir: Nein, danke.","{""explainHtml"":""<p  class='LT2'><b>political<\/b> : Möglicher Tippfehler gefunden.<\/p>\n<p  class='LT4'><b>correctness<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>korrektes<\/span>, <span class='LTsuggest'>korrektest<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Europa<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>political<\/b> : Möglicher Tippfehler gefunden.<\/p>\n<p  class='LT0'><b>correctness<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>korrektes<\/span>, <span class='LTsuggest'>korrektest<\/span><\/p>\n"",""correctedHtml"":""Eines muss ganz klar gesagt werden: Zu einem Europa, das sich zu einer Art <b title='big brother'>Bier Brother<\/b> entwickelt, der in stalinistischer Weise und mit stalinistischen Methoden über die linke <i class='LT2'>political<\/i> <i class='LT4'>correctness<\/i> der Mitgliedstaaten wacht, zu einem solchen Europa sagen wir: <b title='nein'>Nein,<\/b> danke."",""model"":""UNK"",""editXml"":""Eines muss ganz klar gesagt werden: Zu einem Europa, das sich zu einer Art <REP TOK='Bier Brother'>big brother<\/REP> entwickelt, der in stalinistischer Weise und mit stalinistischen Methoden über die linke <UNK RID='LT2'>political<\/UNK> <UNK RID='LT4'>correctness<\/UNK> der Mitgliedstaaten wacht, zu einem solchen Europa sagen wir: <REP TOK='Nein,'>nein<\/REP> danke."",""corrected"":""Eines muss ganz klar gesagt werden: Zu einem Europa, das sich zu einer Art Bier Brother entwickelt, der in stalinistischer Weise und mit stalinistischen Methoden über die linke political correctness der Mitgliedstaaten wacht, zu einem solchen Europa sagen wir: Nein, danke."",""editOps"":[{""LTID"":"""",""beg"":75,""kind"":""REP"",""alt"":""Bier Brother"",""text"":""big brother""},{""LTID"":""LT2"",""beg"":176,""kind"":""UNK"",""alt"":"""",""text"":""political""},{""LTID"":""LT4"",""beg"":186,""kind"":""UNK"",""alt"":"""",""text"":""correctness""},{""LTID"":"""",""beg"":260,""kind"":""REP"",""alt"":""Nein,"",""text"":""nein""}]}"
244,Wir erwarten von den Beitrittskandidaten und den über den Kooperationsvertrag von Lomé verbundenen Ländern die Achtung der Menschenrechte und Toleranz gegenüber dem Nächsten.,Wir erwarten von den Beitrittskandidaten und den über den Kooperationsvertrag von Lomé verbundenen Ländern die Achtung der Menschenrechte und Toleranz gegenüber dem nächsten.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Lomé<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Wir erwarten von den Beitrittskandidaten und den über den Kooperationsvertrag von Lomé verbundenen Ländern die Achtung der Menschenrechte und Toleranz gegenüber dem <b title='Nächsten'>nächsten<\/b>."",""model"":""UNK"",""editXml"":""Wir erwarten von den Beitrittskandidaten und den über den Kooperationsvertrag von Lomé verbundenen Ländern die Achtung der Menschenrechte und Toleranz gegenüber dem <REP TOK='nächsten'>Nächsten<\/REP>."",""corrected"":""Wir erwarten von den Beitrittskandidaten und den über den Kooperationsvertrag von Lomé verbundenen Ländern die Achtung der Menschenrechte und Toleranz gegenüber dem nächsten."",""editOps"":[{""LTID"":"""",""beg"":165,""kind"":""REP"",""alt"":""nächsten"",""text"":""Nächsten""}]}"
245,"Haben Sie sich einmal gefragt, was geschähe, wenn der Wunsch einer Kollegin erfüllt würde und in den nächsten Tagen Wahlen in Österreich stattfänden?","Haben Sie sich einmal gefragt, was geschehe, wenn der Wunsch einer Kollegin erfüllt würde und in den nächsten Tagen Wahlen in Österreich stattfänden?","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Österreich<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Haben Sie sich einmal gefragt, was <b title='geschähe'>geschehe<\/b>, wenn der Wunsch einer Kollegin erfüllt würde und in den nächsten Tagen Wahlen in Österreich <u title='stattfinden || stattfänden'>stattfänden<\/u>?"",""model"":""UNK"",""editXml"":""Haben Sie sich einmal gefragt, was <REP TOK='geschehe'>geschähe<\/REP>, wenn der Wunsch einer Kollegin erfüllt würde und in den nächsten Tagen Wahlen in Österreich <DBT TOK='stattfinden || stattfänden'>stattfänden<\/DBT>?"",""corrected"":""Haben Sie sich einmal gefragt, was geschehe, wenn der Wunsch einer Kollegin erfüllt würde und in den nächsten Tagen Wahlen in Österreich stattfänden?"",""editOps"":[{""LTID"":"""",""beg"":35,""kind"":""REP"",""alt"":""geschehe"",""text"":""geschähe""},{""LTID"":"""",""beg"":137,""kind"":""DBT"",""alt"":""stattfinden || stattfänden"",""text"":""stattfänden""}]}"
